"Date","RegionName","State","Metro","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-09-30,"Thurston County","WA","Olympia-Tumwater",257,1603,0.005866,0.025378,0.033776,92966
2019-09-30,"Kitsap County","WA","Bremerton-Silverdale",258,1737,0.010911,0.039875,0.063761,96247
2019-09-30,"Kalamazoo County","MI","Kalamazoo-Portage",259,1137,-0.031588,-0.036032,-0.035545,72978
2019-09-30,"Webb County","TX","Laredo",260,1065,-0.003737,0.018503,0.00764,50256
2019-09-30,"Brown County","WI","Green Bay",261,1010,0.013547,0.046078,0.065125,9378
2019-09-30,"Alachua County","FL","Gainesville",262,1152,0.006679,0.020285,0.05485,82637
2019-09-30,"Hinds County","MS","Jackson",263,871,0.002221,0.005022,-0.030208,81005
2019-09-30,"Harford County","MD","Baltimore-Columbia-Towson",264,1553,0.006861,0.018139,0.007781,91283
2019-09-30,"Yakima County","WA","Yakima",265,1208,0.005012,0.036435,0.094949,68919
2019-09-30,"Norfolk City","VA","Virginia Beach-Norfolk-Newport News",266,1207,0.001549,0.008355,0.016016,71085
2019-09-30,"Mahoning County","OH","Youngstown-Warren-Boardman",267,733,-0.003348,0.008247,0.015031,91204
2019-09-30,"Buncombe County","NC","Asheville",268,1446,-0.00095,0.000113,0.005935,93907
2019-09-30,"Washington County","MN","Minneapolis-St. Paul-Bloomington",269,1670,0.002773,0.017847,0.048485,95495
2019-09-30,"Cumberland County","PA","Harrisburg-Carlisle",270,1228,-0.005926,-0.009897,0.016325,84642
2019-09-30,"McLennan County","TX","Waco",271,989,-0.011647,-0.002446,-0.021078,70116
2019-09-30,"Oneida County","NY","Utica-Rome",272,950,0.001869,0.014407,0.014666,75278
2019-09-30,"Saint Tammany Parish","LA","New Orleans-Metairie",273,1286,-0.001346,0.00479,-0.001743,69599
2019-09-30,"Frederick County","MD","Washington-Arlington-Alexandria",274,1612,0.000596,0.009228,0.011886,91137
2019-09-30,"Weber County","UT","Ogden-Clearfield",275,1184,0.008849,0.02038,0.042231,85596
2019-09-30,"Lake County","OH","Cleveland-Elyria",276,1125,0.002623,-0.000746,0.015252,91746
2019-09-30,"Montgomery County","AL","Montgomery",277,812,0.002133,0.007748,0.003238,82018
2019-09-30,"York County","SC","Charlotte-Concord-Gastonia",278,1156,-0.011806,-0.029795,0.029957,17337
2019-09-30,"Chesapeake City","VA","Virginia Beach-Norfolk-Newport News",279,1470,0.004404,0.010086,-0.002195,91690
2019-09-30,"Clay County","MO","Kansas City",280,1061,0.000774,0.003712,-0.00017,84074
2019-09-30,"Lafayette Parish","LA","Lafayette",281,1053,-0.022074,-0.045126,-0.015078,6676
2019-09-30,"Benton County","AR","Fayetteville-Springdale-Rogers",282,1109,-0.000262,0.00955,0.029602,70640
2019-09-30,"Butte County","CA","Chico",283,1625,0.009495,0.041774,0.187647,56228
2019-09-30,"Saratoga County","NY","Albany-Schenectady-Troy",284,1562,0.000013,0.010008,-0.020766,83176
2019-09-30,"Jefferson County","MO","St. Louis",285,945,0.012695,-0.007126,-0.000785,80142
2019-09-30,"Niagara County","NY","Buffalo-Cheektowaga-Niagara Falls",286,837,-0.000593,0.00181,-0.01699,79061
2019-09-30,"Barnstable County","MA","Barnstable Town",287,2013,-0.015157,0.007879,0.078136,176756
2019-09-30,"Lackawanna County","PA","Scranton--Wilkes-Barre--Hazleton",288,1016,0.012713,0.025634,0.023818,7416
2019-09-30,"Cherokee County","GA","Atlanta-Sandy Springs-Roswell",289,1443,0.002933,0.014201,0.015444,98620
2019-09-30,"Warren County","OH","Cincinnati",290,1397,0.002837,0.013735,-0.019368,80369
2019-09-30,"Linn County","IA","Cedar Rapids",291,914,0.001433,0.009536,-0.007297,90588
2019-09-30,"Yavapai County","AZ","Prescott",292,1460,0.000947,0.012189,0.080341,92625
2019-09-30,"Trumbull County","OH","Youngstown-Warren-Boardman",293,767,-0.000423,0.010612,0.046491,77811
2019-09-30,"Smith County","TX","Tyler",294,1070,-0.00253,0.009557,0.010076,73937
2019-09-30,"Dona Ana County","NM","Las Cruces",295,958,-0.000735,0.009009,0.046336,62322
2019-09-30,"Washington County","PA","Pittsburgh",296,1024,0.007967,0.035063,-0.026571,81138
2019-09-30,"Arlington County","VA","Washington-Arlington-Alexandria",297,2276,0.000311,0.010216,0.021541,85123
2019-09-30,"Gaston County","NC","Charlotte-Concord-Gastonia",298,1070,0.004274,0.024364,0.042181,77046
2019-09-30,"Richmond City","VA","Richmond",299,1242,0.002984,0.020299,0.016436,70247
2019-09-30,"Henry County","GA","Atlanta-Sandy Springs-Roswell",300,1320,0.008486,0.018653,0.042261,89541
2019-09-30,"Jackson County","OR","Medford",301,1452,0.004202,0.015895,-0.000204,73072
2019-09-30,"Washington County","AR","Fayetteville-Springdale-Rogers",302,1049,0.001485,0.010528,0.012073,80238
2019-09-30,"New Hanover County","NC","Wilmington",303,1458,-0.001364,-0.00324,0.084435,96745
2019-09-30,"Union County","NC","Charlotte-Concord-Gastonia",304,1405,0.006216,0.019425,0.018638,85352
2019-09-30,"Whatcom County","WA","Bellingham",305,1557,0.009373,0.014556,0.07236,76700
2019-09-30,"Champaign County","IL","Champaign-Urbana",306,964,-0.002257,-0.004688,-0.025422,41834
2019-09-30,"Yolo County","CA","Sacramento--Roseville--Arden-Arcade",307,1940,0.000994,0.016278,0.026529,47604
2019-09-30,"Broome County","NY","Binghamton",308,908,0.00775,0.048482,-0.033445,63639
2019-09-30,"Richmond County","GA","Augusta-Richmond County",309,902,0.010994,0.037764,0.151029,68078
2019-09-30,"Saint Louis County","MN","Duluth",310,953,-0.016091,-0.052162,-0.059902,72410
2019-09-30,"Mohave County","AZ","Lake Havasu City-Kingman",311,1260,0.024975,0.04052,0.083159,48945
2019-09-30,"Saginaw County","MI","Saginaw",312,728,0.001498,0.014591,-0.019613,68505
2019-09-30,"Elkhart County","IN","Elkhart-Goshen",313,916,-0.007388,-0.005606,0.024619,60679
2019-09-30,"Sangamon County","IL","Springfield",314,807,0.004533,0.017509,0.046361,2771
2019-09-30,"Clermont County","OH","Cincinnati",315,1209,0.007113,0.029459,0.137908,65129
2019-09-30,"Sussex County","DE","Salisbury",316,1533,-0.003904,0.020392,0.07785,91502
2019-09-30,"York County","ME","Portland-South Portland",317,1535,0.003743,0.039719,0.042997,83294
2019-09-30,"Yuma County","AZ","Yuma",318,921,0.007933,0.020475,0.029183,47459
2019-09-30,"Racine County","WI","Racine",319,1154,0.012709,0.045309,0.067795,52596
2019-09-30,"Shelby County","AL","Birmingham-Hoover",320,1196,-0.005152,0.004048,0.027439,75264
2019-09-30,"Brazos County","TX","College Station-Bryan",321,1118,-0.007239,-0.021342,-0.037243,61933
2019-09-30,"Tuscaloosa County","AL","Tuscaloosa",322,1109,-0.014727,-0.026448,0.016892,57178
2019-09-30,"Kanawha County","WV","Charleston",323,788,-0.008106,-0.019216,-0.051055,69429
2019-09-30,"Calcasieu Parish","LA","Lake Charles",324,1191,-0.009221,-0.022872,-0.044454,5770
2019-09-30,"Clay County","FL","Jacksonville",325,1315,0.004286,0.013951,0.052843,72037
2019-09-30,"Saint Johns County","FL","Jacksonville",326,1814,0.002828,0.018064,0.034478,118466
2019-09-30,"Litchfield County","CT","Torrington",327,1253,0.001174,0.006678,0.022413,101064
2019-09-30,"Muscogee County","GA","Columbus",328,792,0.000314,0.00949,0.014829,61063
2019-09-30,"Canyon County","ID","Boise City",329,1228,0.014136,0.0481,0.078773,69458
2019-09-30,"Anderson County","SC","Greenville-Anderson-Mauldin",330,928,0.006934,0.019992,0.055732,33938
2019-09-30,"Harrison County","MS","Gulfport-Biloxi-Pascagoula",331,1075,0.002831,0.013621,0.043489,66932
2019-09-30,"Peoria County","IL","Peoria",332,837,-0.002746,0.009462,0.012549,70035
2019-09-30,"Hawaii County","HI","Hilo",333,1748,-0.006549,-0.011099,0.037568,89769
2019-09-30,"Butler County","PA","Pittsburgh",334,1072,0.007444,0.04514,-0.04514,7044
2019-09-30,"Williamson County","TN","Nashville-Davidson--Murfreesboro--Franklin",335,1772,-0.003956,0.004578,0.026874,92249
2019-09-30,"Ulster County","NY","Kingston",336,1546,0.006332,0.010616,-0.033409,69481
2019-09-30,"Baldwin County","AL","Daphne-Fairhope-Foley",337,1383,0.003679,0.009599,0.024971,94603
2019-09-30,"El Dorado County","CA","Sacramento--Roseville--Arden-Arcade",338,1952,0.000867,0.020098,0.020592,79040
2019-09-30,"Livingston County","MI","Detroit-Warren-Dearborn",339,1602,0.003347,0.008328,0.037636,77438
2019-09-30,"Okaloosa County","FL","Crestview-Fort Walton Beach-Destin",340,1486,0.007838,0.0399,0.102163,95992
2019-09-30,"Newport News City","VA","Virginia Beach-Norfolk-Newport News",341,1099,0.001378,-0.003215,0.013405,54986
2019-09-30,"Vanderburgh County","IN","Evansville",342,851,0.007259,0.033448,0.023322,66298
2019-09-30,"Hall County","GA","Gainesville",343,1270,0.003711,0.021639,0.04314,70132
2019-09-30,"Cabarrus County","NC","Charlotte-Concord-Gastonia",344,1245,-0.001758,0.010791,0.047264,77280
2019-09-30,"Shawnee County","KS","Topeka",345,812,0.005656,0.012407,-0.012682,63828
2019-09-30,"Berkeley County","SC","Charleston-North Charleston",346,1385,0.003322,0.012374,0.013679,58601
2019-09-30,"Onslow County","NC","Jacksonville",347,973,0.005675,0.028651,0.07134,73882
2019-09-30,"Shasta County","CA","Redding",348,1430,0.00008,0.011033,0.121286,52604
2019-09-30,"Outagamie County","WI","Appleton",349,1117,0.001714,0.004525,0.067673,26122
2019-09-30,"Forsyth County","GA","Atlanta-Sandy Springs-Roswell",350,1778,0.002175,0.000043,0.007944,92008
2019-09-30,"Benton County","WA","Kennewick-Richland",351,1382,0.011813,0.052454,0.06781,61921
2019-09-30,"Imperial County","CA","El Centro",352,1007,0.021793,0.042993,0.025503,1832
2019-09-30,"Delaware County","OH","Columbus",353,1590,-0.004773,0.009529,0.023023,72600
2019-09-30,"Tippecanoe County","IN","Lafayette-West Lafayette",354,1022,0.015367,0.022155,0.034226,50875
2019-09-30,"Hernando County","FL","Tampa-St. Petersburg-Clearwater",355,1241,0.006559,0.023962,0.046018,80118
2019-09-30,"Medina County","OH","Cleveland-Elyria",356,1291,-0.002301,0.026777,0.091301,69158
2019-09-30,"Montgomery County","TN","Clarksville",357,946,0.007483,0.016761,0.004571,80637
2019-09-30,"Muskegon County","MI","Muskegon",358,839,0.006734,0.018928,0.033311,54254
2019-09-30,"Beaver County","PA","Pittsburgh",359,879,0.010025,0.041282,-0.008215,66259
2019-09-30,"Monroe County","PA","East Stroudsburg",360,1305,0.005685,0.022209,0.055163,92093
2019-09-30,"McLean County","IL","Bloomington",361,706,-0.021623,-0.052734,-0.070206,18480
2019-09-30,"Minnehaha County","SD","Sioux Falls",362,944,-0.001895,0.005564,-0.010982,58230
2019-09-30,"Johnston County","NC","Raleigh",363,1213,0.00324,0.016252,0.037289,70673
2019-09-30,"Bay County","FL","Panama City",364,1822,-0.009615,0.022803,0.320162,92530
2019-09-30,"Pitt County","NC","Greenville",365,945,-0.001816,0.01098,0.050363,54203
2019-09-30,"Carroll County","MD","Baltimore-Columbia-Towson",366,1533,0.008057,0.021692,0.011559,59096
2019-09-30,"Winnebago County","WI","Oshkosh-Neenah",367,877,0.006137,-0.012801,0.079207,33891
2019-09-30,"Licking County","OH","Columbus",368,1102,0.02011,0.0812,0.038879,63178
2019-09-30,"Kenosha County","WI","Chicago-Naperville-Elgin",369,1236,0.008916,0.019578,0.034036,54980
2019-09-30,"Kent County","RI","Providence-Warwick",370,1499,0.00973,0.01917,0.044354,62270
2019-09-30,"Middlesex County","CT","Hartford-West Hartford-East Hartford",371,1410,0.000747,0.011962,0.020757,106678
2019-09-30,"Scott County","IA","Davenport-Moline-Rock Island",372,925,-0.003587,0.00743,-0.009837,62739
2019-09-30,"Porter County","IN","Chicago-Naperville-Elgin",373,1244,0.007935,0.037274,-0.023217,61111
2019-09-30,"Saint Clair County","MI","Detroit-Warren-Dearborn",374,1015,0.0091,0.040227,-0.006777,32910
2019-09-30,"Davidson County","NC","Winston-Salem",375,914,-0.001752,-0.006899,0.010758,56607
2019-09-30,"Boone County","MO","Columbia",376,927,0.0032,0.017702,-0.00244,57337
2019-09-30,"Kent County","DE","Dover",377,1251,-0.000242,0.002844,0.029358,59604
2019-09-30,"Beaufort County","SC","Hilton Head Island-Bluffton-Beaufort",378,1740,0.000243,0.010083,0.013407,97193
2019-09-30,"Greene County","OH","Dayton",379,1207,0.004291,0.041013,0.074492,54853
2019-09-30,"Portage County","OH","Akron",380,1158,-0.003225,0.006305,0.04501,51432
2019-09-30,"DeSoto County","MS","Memphis",381,1179,0.002934,0.007468,0.029712,62812
2019-09-30,"Sumner County","TN","Nashville-Davidson--Murfreesboro--Franklin",382,1336,-0.00014,-0.005554,-0.030867,68215
2019-09-30,"Rock County","WI","Janesville-Beloit",383,899,-0.006036,-0.001946,0.093239,25819
2019-09-30,"Jackson County","MI","Jackson",384,874,0.006428,0.029092,0.053877,16969
2019-09-30,"Aiken County","SC","Augusta-Richmond County",385,987,0.021491,0.038266,0.033832,46800
2019-09-30,"Charlotte County","FL","Punta Gorda",386,1498,-0.00586,-0.02903,-0.015161,102857
2019-09-30,"Kenton County","KY","Cincinnati",387,1142,0.007525,0.026999,0.076927,41338
2019-09-30,"Iredell County","NC","Charlotte-Concord-Gastonia",388,1207,0.007913,0.020412,0.03706,65870
2019-09-30,"Rensselaer County","NY","Albany-Schenectady-Troy",389,1182,-0.001973,-0.014548,-0.013271,50807
2019-09-30,"Pueblo County","CO","Pueblo",390,1077,0.003119,0.00905,0.023938,59869
2019-09-30,"Sarpy County","NE","Omaha-Council Bluffs",391,1236,-0.005956,-0.01029,-0.074148,56888
2019-09-30,"Hampshire County","MA","Springfield",392,1681,-0.009597,0.004884,0.061184,50206
2019-09-30,"Deschutes County","OR","Bend-Redmond",393,1742,0.007849,0.026556,0.055027,90818
2019-09-30,"Wyandotte County","KS","Kansas City",394,942,-0.002988,0.006273,-0.015836,55396
2019-09-30,"Hays County","TX","Austin-Round Rock",395,1434,0.001728,0.007835,0.02662,62213
2019-09-30,"Cumberland County","NJ","Vineland-Bridgeton",396,1223,0.00167,0.005813,0.004101,45199
2019-09-30,"Sullivan County","TN","Kingsport-Bristol-Bristol",397,897,0.000216,0.01125,0.02058,62879
2019-09-30,"Berrien County","MI","Niles-Benton Harbor",398,1245,0.020898,0.039446,0.03537,52916
2019-09-30,"Chittenden County","VT","Burlington-South Burlington",399,1856,0.010353,-0.017884,0.006104,38920
2019-09-30,"Bibb County","GA","Macon-Bibb County",400,841,0.006639,0.028397,0.048769,56096
2019-09-30,"Maui County","HI","Kahului-Wailuku-Lahaina",401,2760,-0.012651,-0.029807,0.017457,64258
2019-09-30,"Schenectady County","NY","Albany-Schenectady-Troy",402,1150,0.002277,0.007215,0.001889,54461
2019-09-30,"Catawba County","NC","Hickory-Lenoir-Morganton",403,975,-0.001347,-0.007117,0.029415,51381
2019-09-30,"Centre County","PA","State College",404,1297,-0.004538,-0.007388,0.046356,44080
2019-09-30,"Penobscot County","ME","Bangor",405,1232,-0.017245,-0.022487,0.051768,33879
2019-09-30,"Ouachita Parish","LA","Monroe",406,927,0.007765,0.015128,0.06185,24641
2019-09-30,"Kings County","CA","Hanford-Corcoran",407,1248,0.011384,0.038866,0.060205,34329
2019-09-30,"Tolland County","CT","Hartford-West Hartford-East Hartford",408,1465,0.004905,0.013545,-0.010023,55040
2019-09-30,"Monroe County","MI","Monroe",409,1008,0.007548,0.02025,-0.001109,33105
2019-09-30,"Santa Rosa County","FL","Pensacola-Ferry Pass-Brent",410,1399,0.006222,0.022419,0.057156,68010
2019-09-30,"Alamance County","NC","Burlington",411,964,0.006392,0.02766,0.04233,52327
2019-09-30,"Johnson County","TX","Dallas-Fort Worth-Arlington",412,1310,0.014947,0.037215,0.011609,44346
2019-09-30,"Madera County","CA","Madera",413,1309,0.008483,0.013432,0.01062,39936
2019-09-30,"Stearns County","MN","St. Cloud",414,1002,0.005278,0.025611,-0.009042,51985
2019-09-30,"Cass County","ND","Fargo",415,911,-0.008254,-0.042461,-0.121664,34606
2019-09-30,"Franklin County","PA","Chambersburg-Waynesboro",416,938,-0.006821,0.00072,0.010948,41366
2019-09-30,"Ellis County","TX","Dallas-Fort Worth-Arlington",417,1436,0.002641,0.01806,0.026119,55408
2019-09-30,"Sussex County","NJ","New York-Newark-Jersey City",418,1635,0.00627,0.007413,-0.003406,61658
2019-09-30,"Schuylkill County","PA","Pottsville",419,786,0.021194,0.054856,0.081603,58731
2019-09-30,"Yellowstone County","MT","Billings",420,1132,-0.00394,0.011313,0.011675,52380
2019-09-30,"Rock Island County","IL","Davenport-Moline-Rock Island",421,846,0.004671,0.012359,0.033793,50585
2019-09-30,"Washington County","MD","Hagerstown-Martinsburg",422,1050,0.015387,0.025454,-0.000867,49351
2019-09-30,"Mesa County","CO","Grand Junction",423,1223,0.004661,0.013086,0.046646,59411
2019-09-30,"Charles County","MD","Washington-Arlington-Alexandria",424,1799,-0.000404,0.000291,0.00447,57441
2019-09-30,"Merrimack County","NH","Concord",425,1545,0.018676,0.050283,0.08911,55691
2019-09-30,"Martin County","FL","Port St. Lucie",426,1766,0.002158,0.001817,0.048558,78276
2019-09-30,"Fairfield County","OH","Columbus",427,1295,-0.002419,-0.000793,0.013704,52273
2019-09-30,"Hendricks County","IN","Indianapolis-Carmel-Anderson",428,1312,0.003195,0.013197,0.024704,62728
2019-09-30,"Olmsted County","MN","Rochester",429,1195,0.000302,0.00543,0.020609,55670
2019-09-30,"Santa Fe County","NM","Santa Fe",430,1909,0.014456,0.041411,0.042223,56562
2019-09-30,"Cambria County","PA","Johnstown",431,630,0.005681,0.022333,-0.008685,34596
2019-09-30,"Paulding County","GA","Atlanta-Sandy Springs-Roswell",432,1305,0.005139,0.0129,0.020447,63096
2019-09-30,"Randolph County","NC","Greensboro-High Point",433,737,-0.005836,-0.01223,-0.043736,45318
2019-09-30,"Rankin County","MS","Jackson",434,1209,0.006098,0.022841,0.056942,49128
2019-09-30,"Citrus County","FL","Homosassa Springs",435,1144,0.008756,0.028162,0.053002,66195
2019-09-30,"Lee County","AL","Auburn-Opelika",436,1108,-0.003697,-0.005126,0.03433,55778
2019-09-30,"Alexandria City","VA","Washington-Arlington-Alexandria",437,1939,0.006173,0.020017,0.029091,57523
2019-09-30,"Houston County","GA","Warner Robins",438,931,0.003265,0.02336,0.0421,55497
2019-09-30,"Jackson County","MS","Gulfport-Biloxi-Pascagoula",439,1035,0.005336,0.016184,0.062585,49126
2019-09-30,"Johnson County","IN","Indianapolis-Carmel-Anderson",440,1183,0.00402,0.027352,0.046109,55592
2019-09-30,"Kootenai County","ID","Coeur d'Alene",441,1462,0.011066,0.035347,0.065878,71061
2019-09-30,"Rowan County","NC","Charlotte-Concord-Gastonia",442,955,-0.004931,-0.000641,0.045387,49944
2019-09-30,"Clark County","OH","Springfield",443,761,0.012516,0.039776,0.02917,48946
2019-09-30,"Washington County","UT","St. George",444,1450,0.003252,0.003306,0.007351,72960
2019-09-30,"Indian River County","FL","Sebastian-Vero Beach",445,1558,-0.000021,0.003046,0.035114,78861
2019-09-30,"Monroe County","IN","Bloomington",446,1237,-0.006123,-0.001355,0.056502,43792
2019-09-30,"Hampton City","VA","Virginia Beach-Norfolk-Newport News",447,1188,0.003773,0.014658,0.020791,49829
2019-09-30,"Ector County","TX","Odessa",448,1925,-0.017231,-0.038586,0.031651,39336
2019-09-30,"Florence County","SC","Florence",449,1059,-0.009956,0.003138,0.040325,26895
2019-09-30,"Midland County","TX","Midland",450,2033,-0.003962,-0.003398,0.105453,47179
2019-09-30,"Fayette County","PA","Pittsburgh",451,765,-0.004774,-0.00736,-0.036337,46652
2019-09-30,"Dorchester County","SC","Charleston-North Charleston",452,1263,0.006243,0.021052,0.015596,52236
2019-09-30,"Napa County","CA","Napa",453,2892,0.003482,0.006068,0.015321,42393
